gps_week,dn(m),de(m),du(m),label
2270,0.28695,-0.09675,0.01752,0
2271,0.28748,-0.09563,0.01424,0
2272,0.28758,-0.09615,0.01369,0
2273,0.28758,-0.09676,0.01646,0
2274,0.28777,-0.09507,0.01776,0
2275,0.28789,-0.09671,0.01964,0
2276,0.28821,-0.09711,0.02497,0
2277,0.28797,-0.09558,0.02366,0
2278,0.28834,-0.09457,0.02263,0
2279,0.28829,-0.09477,0.02529,0
2280,0.28969,-0.0945,0.02495,0
2281,0.29056,-0.09503,0.02785,0
2282,0.29037,-0.09378,0.02783,0
2283,0.29133,-0.09338,0.02605,0
2284,0.2909,-0.09403,0.02955,0
2285,0.29184,-0.09567,0.03451,0
2286,0.29142,-0.09469,0.03309,0
2287,0.29277,-0.09529,0.028,0
2288,0.29355,-0.09589,0.03063,0
2289,0.29176,-0.09563,0.03064,0
2290,0.29246,-0.09708,0.02721,0
2291,0.29311,-0.09684,0.02926,0
2292,0.2942,-0.09602,0.02865,0
2293,0.29366,-0.0978,0.03017,0
2294,0.29403,-0.09707,0.02648,0
